property_id,transaction_id,address,zipcode,ypred,list,url,lat,long
5218084,22102301,"10417 E Sebring Ave, Mesa, AZ 85212 ",85212,0.5905408263206482,324900,https://www.zillow.com/homedetails/10417-E-Sebring-Ave-Mesa-AZ-85212/125119313_zpid/,33.3327,-111.59899999999999
7447964,22061356,"20560 W Nelson Pl, Buckeye, AZ 85396 ",85396,0.5872663855552673,254930,https://www.zillow.com/homedetails/20560-W-Nelson-Pl-Buckeye-AZ-85396/125123775_zpid/,33.4689,-112.501
584531,22101206,"11115 E Shepperd Ave, Mesa, AZ 85212 ",85212,0.5853947401046753,252900,http://www.zillow.com/homedetails/11115-E-Shepperd-Ave-Mesa-AZ-85212/95161400_zpid/,33.334,-111.594
581640,22192840,"10721 E Vivid Ave, Mesa, AZ 85212 ",85212,0.5852376222610474,354900,https://www.zillow.com/homedetails/10721-E-Vivid-Ave-Mesa-AZ-85212/121424361_zpid/,33.3256,-111.602
8962076,21975250,"25741 W Watkins St, Buckeye, AZ 85326 ",85326,0.5803622603416443,232950,https://www.zillow.com/homedetails/25741-W-Watkins-St-Buckeye-AZ-85326/2093889774_zpid/,33.4266,-112.556
8959480,21975350,"25811 W Watkins St, Buckeye, AZ 85326 ",85326,0.5781035423278809,234900,https://www.zillow.com/homedetails/25811-W-Watkins-St-Buckeye-AZ-85326/2093856636_zpid/,33.4246,-112.60600000000001
7460564,22102268,"10229 E Starion Ave, Mesa, AZ 85212 ",85212,0.5765436887741089,278990,https://www.zillow.com/homedetails/10229-E-Starion-Ave-Mesa-AZ-85212/121423476_zpid/,33.3258,-111.61399999999999
876777,21837764,"20751 W Carlton Mnr, Buckeye, AZ 85396 ",85396,0.5758883357048035,275000,https://www.zillow.com/homedetails/20751-W-Carlton-Mnr-Buckeye-AZ-85396/95095261_zpid/,33.4699,-112.506
881091,22182019,"2256 N Alsap Rd, Buckeye, AZ 85396 ",85396,0.575237512588501,277000,https://www.zillow.com/homedetails/2256-N-Alsap-Rd-Buckeye-AZ-85396/95172453_zpid/,33.4716,-112.508
8962077,21975249,"25748 W Watkins St, Buckeye, AZ 85326 ",85326,0.5750767588615417,212900,https://www.zillow.com/homedetails/25748-W-Watkins-St-Buckeye-AZ-85326/2093772852_zpid/,33.4266,-112.556
