property_id,transaction_id,address,zipcode,ypred,list,url,lat,long
8959315,21815717,"727 E Boca Raton Rd, Phoenix, AZ 85022 ",85022,0.5608411431312561,300000,https://www.zillow.com/homedetails/727-E-Boca-Raton-Rd-Phoenix-AZ-85022/2093845994_zpid/,33.6117,-112.065
7400498,20722066,"707 E Boca Raton Rd, Phoenix, AZ 85022 ",85022,0.535213053226471,270900,https://www.zillow.com/homedetails/707-E-Boca-Raton-Rd-Phoenix-AZ-85022/2095443776_zpid/,33.6117,-112.065
59128,22493023,"1735 W Kuralt Dr, Anthem, AZ 85086 ",85086,0.5315253734588623,269000,https://www.zillow.com/homedetails/1735-W-Kuralt-Dr-Anthem-AZ-85086/67785800_zpid/,33.8465,-112.09700000000001
62533,22586441,"39625 N Prairie Ln, Anthem, AZ 85086 ",85086,0.5315253734588623,284900,https://www.zillow.com/homedetails/39625-N-Prairie-Ln-Anthem-AZ-85086/64717597_zpid/,33.8454,-112.094
307544,22372087,"39831 N Lost Legend Dr, Anthem, AZ 85086 ",85086,0.5315253734588623,325000,https://www.zillow.com/homedetails/39831-N-Lost-Legend-Dr-Anthem-AZ-85086/62730213_zpid/,33.8466,-112.103
62428,22208693,"39517 N Hillerman Way, Anthem, AZ 85086 ",85086,0.5312113165855408,262900,https://www.zillow.com/homedetails/39517-N-Hillerman-Way-Anthem-AZ-85086/62730961_zpid/,33.8439,-112.09899999999999
363847,22488321,"21130 N 36th Pl, Phoenix, AZ 85050 ",85050,0.530967116355896,319000,https://www.zillow.com/homedetails/21130-N-36th-Pl-Phoenix-AZ-85050/94639072_zpid/,33.6781,-112.00399999999999
245544,22498798,"2446 E Patrick Ln, Phoenix, AZ 85024 ",85024,0.5305255055427551,289900,https://www.zillow.com/homedetails/2446-E-Patrick-Ln-Phoenix-AZ-85024/7989765_zpid/,33.6943,-112.03
276637,22531825,"28731 N 25th Gln, Phoenix, AZ 85085 ",85085,0.5305255055427551,368000,https://www.zillow.com/homedetails/28731-N-25th-Gln-Phoenix-AZ-85085/71628364_zpid/,33.7456,-112.11399999999999
251647,22497546,"718 E Irma Ln, Phoenix, AZ 85024 ",85024,0.5305255055427551,349800,https://www.zillow.com/homedetails/718-E-Irma-Ln-Phoenix-AZ-85024/7991265_zpid/,33.6735,-112.065
8957767,22308580,"2324 E Williams Dr, Phoenix, AZ 85024 ",85024,0.5305255055427551,305000,https://www.zillow.com/homedetails/2324-E-Williams-Dr-Phoenix-AZ-85024/59266545_zpid/,33.6912,-112.031
8969417,22488362,"3841 E Irma Ln, Phoenix, AZ 85050 ",85050,0.5305255055427551,349900,https://www.zillow.com/homedetails/3841-E-Irma-Ln-Phoenix-AZ-85050/52699464_zpid/,33.6737,-112.0
59112,22311661,"1727 W Kuralt Dr, Anthem, AZ 85086 ",85086,0.5304690599441528,280000,https://www.zillow.com/homedetails/1727-W-Kuralt-Dr-Anthem-AZ-85086/67785798_zpid/,33.8465,-112.09700000000001
305124,22342768,"3622 W Eastman Ct, Anthem, AZ 85086 ",85086,0.5300629138946533,265000,https://www.zillow.com/homedetails/3622-W-Eastman-Ct-Anthem-AZ-85086/60980153_zpid/,33.8591,-112.13799999999999
305171,22567474,"3628 W Wayne Ln, Anthem, AZ 85086 ",85086,0.5300629138946533,364900,https://www.zillow.com/homedetails/3628-W-Wayne-Ln-Anthem-AZ-85086/67762711_zpid/,33.8576,-112.13799999999999
305208,22391252,"3634 W Eastman Ct, Anthem, AZ 85086 ",85086,0.5300629138946533,330000,https://www.zillow.com/homedetails/3634-W-Eastman-Ct-Anthem-AZ-85086/60980155_zpid/,33.8594,-112.13799999999999
304054,22550682,"3210 W Eagle Claw Dr, Phoenix, AZ 85086 ",85086,0.5300629138946533,301500,https://www.zillow.com/homedetails/3210-W-Eagle-Claw-Dr-Phoenix-AZ-85086/59269561_zpid/,33.8077,-112.12899999999999
306894,22586440,"39514 N Messner Way, Anthem, AZ 85086 ",85086,0.5300629138946533,259900,https://www.zillow.com/homedetails/39514-N-Messner-Way-Anthem-AZ-85086/64897228_zpid/,33.8443,-112.09700000000001
304174,22550688,"3311 W Zuni Brave Trl, Phoenix, AZ 85086 ",85086,0.5300629138946533,315000,https://www.zillow.com/homedetails/3311-W-Zuni-Brave-Trl-Phoenix-AZ-85086/60981049_zpid/,33.8069,-112.131
304683,22390632,"3519 W Spirit Ln, Anthem, AZ 85086 ",85086,0.5300629138946533,288900,https://www.zillow.com/homedetails/3519-W-Spirit-Ln-Anthem-AZ-85086/52524663_zpid/,33.8563,-112.13600000000001
59064,22376330,"1703 W Kuralt Dr, Anthem, AZ 85086 ",85086,0.5300629138946533,217500,https://www.zillow.com/homedetails/1703-W-Kuralt-Dr-Anthem-AZ-85086/67785794_zpid/,33.8467,-112.096
59072,22431221,"1707 W Kuralt Dr, Anthem, AZ 85086 ",85086,0.5300629138946533,210000,https://www.zillow.com/homedetails/1707-W-Kuralt-Dr-Anthem-AZ-85086/67785795_zpid/,33.8467,-112.096
302344,22526305,"1914 W Hemingway Ln, Anthem, AZ 85086 ",85086,0.5300629138946533,215900,https://www.zillow.com/homedetails/1914-W-Hemingway-Ln-Anthem-AZ-85086/62731032_zpid/,33.8454,-112.101
61951,22285270,"3647 W Thalia Ct, Phoenix, AZ 85086 ",85086,0.5300629138946533,224500,https://www.zillow.com/homedetails/3647-W-Thalia-Ct-Phoenix-AZ-85086/71620258_zpid/,33.8626,-112.139
59189,22526303,"1819 W Owens Way, Anthem, AZ 85086 ",85086,0.5300629138946533,222900,https://www.zillow.com/homedetails/1819-W-Owens-Way-Anthem-AZ-85086/62731088_zpid/,33.8501,-112.098
