property_id,transaction_id,address,zipcode,ypred,list,url,lat,long
8995965,22560400,"3036 E Utopia Rd LOT 30, Phoenix, AZ 85050 ",85050,0.9489774107933044,54000,https://www.zillow.com/homedetails/3036-E-Utopia-Rd-LOT-30-Phoenix-AZ-85050/2126700431_zpid/,33.6633,-112.01700000000001
260983,22696862,"1690 W Blaylock Dr, Phoenix, AZ 85085 ",85085,0.7681389451026917,369900,https://www.zillow.com/homedetails/1690-W-Blaylock-Dr-Phoenix-AZ-85085/95150217_zpid/,33.7291,-112.096
61431,22666368,"35215 N 34th Ave, Phoenix, AZ 85086 ",85086,0.7663562893867493,299000,https://www.zillow.com/homedetails/35215-N-34th-Ave-Phoenix-AZ-85086/71620300_zpid/,33.8046,-112.132
352766,22568561,"2116 E Kings Ave, Phoenix, AZ 85022 ",85022,0.7467750906944275,289980,https://www.zillow.com/homedetails/2116-E-Kings-Ave-Phoenix-AZ-85022/95110732_zpid/,33.6367,-112.037
352714,22560364,"2112 E Kings Ave, Phoenix, AZ 85022 ",85022,0.7467750906944275,293000,https://www.zillow.com/homedetails/2112-E-Kings-Ave-Phoenix-AZ-85022/95170010_zpid/,33.6367,-112.037
8978824,22668384,"722 E Boca Raton Rd, Phoenix, AZ 85022 ",85022,0.7464165687561035,296900,https://www.zillow.com/homedetails/722-E-Boca-Raton-Rd-Phoenix-AZ-85022/2094746670_zpid/,33.6117,-112.065
302687,22628243,"2254 W Sax Canyon Ct, Anthem, AZ 85086 ",85086,0.7461867332458496,339900,https://www.zillow.com/homedetails/2254-W-Sax-Canyon-Ct-Anthem-AZ-85086/62730346_zpid/,33.8453,-112.109
303388,22586439,"2637 W Coyote Creek Ct, Anthem, AZ 85086 ",85086,0.7431511878967285,339000,https://www.zillow.com/homedetails/2637-W-Coyote-Creek-Ct-Anthem-AZ-85086/61784968_zpid/,33.8437,-112.117
8989425,22593983,"2233 W Betty Elyse Ln, Phoenix, AZ 85023 ",85023,0.7415957450866699,290119,https://www.zillow.com/homedetails/2233-W-Betty-Elyse-Ln-Phoenix-AZ-85023/2093128403_zpid/,33.6273,-112.10799999999999
64255,22599939,"41924 N 45th Gln, Phoenix, AZ 85086 ",85086,0.7374718189239502,275000,https://www.zillow.com/homedetails/41924-N-45th-Gln-Phoenix-AZ-85086/62729814_zpid/,33.8652,-112.15700000000001
310322,22570386,"4528 W Crosswater Way, Anthem, AZ 85086 ",85086,0.7371723055839539,266000,https://www.zillow.com/homedetails/4528-W-Crosswater-Way-Anthem-AZ-85086/67774885_zpid/,33.8699,-112.15799999999999
64917,22493887,"4549 W Stoneman Dr, Phoenix, AZ 85086 ",85086,0.7371723055839539,270000,https://www.zillow.com/homedetails/4549-W-Stoneman-Dr-Phoenix-AZ-85086/62729823_zpid/,33.8651,-112.156
306916,22504384,"39517 N Iron Horse Way, Anthem, AZ 85086 ",85086,0.7371723055839539,299000,https://www.zillow.com/homedetails/39517-N-Iron-Horse-Way-Anthem-AZ-85086/61784876_zpid/,33.8436,-112.116
8965120,22504381,"2559 W Morse Dr, Anthem, AZ 85086 ",85086,0.7371723055839539,299000,https://www.zillow.com/homedetails/2559-W-Morse-Dr-Anthem-AZ-85086/2143388294_zpid/,33.8508,-112.115
306894,22586440,"39514 N Messner Way, Anthem, AZ 85086 ",85086,0.7371723055839539,259900,https://www.zillow.com/homedetails/39514-N-Messner-Way-Anthem-AZ-85086/64897228_zpid/,33.8443,-112.09700000000001
62533,22586441,"39625 N Prairie Ln, Anthem, AZ 85086 ",85086,0.7371723055839539,284900,https://www.zillow.com/homedetails/39625-N-Prairie-Ln-Anthem-AZ-85086/64717597_zpid/,33.8454,-112.094
62058,22493037,"3739 W Ghost Flower Ct, Anthem, AZ 85086 ",85086,0.7371723055839539,279900,https://www.zillow.com/homedetails/3739-W-Ghost-Flower-Ct-Anthem-AZ-85086/81969489_zpid/,33.8279,-112.14
62198,22493048,"3826 W Ghost Flower Ln, Phoenix, AZ 85086 ",85086,0.7371723055839539,290000,https://www.zillow.com/homedetails/3826-W-Ghost-Flower-Ln-Phoenix-AZ-85086/81954479_zpid/,33.8283,-112.14200000000001
268041,22670806,"2228 W Via Caballo Blanco, Phoenix, AZ 85085 ",85085,0.7355390191078186,324000,https://www.zillow.com/homedetails/2228-W-Via-Caballo-Blanco-Phoenix-AZ-85085/67765903_zpid/,33.7708,-112.10799999999999
267947,22544084,"2224 W Via Caballo Blanco, Phoenix, AZ 85085 ",85085,0.7352381348609924,320000,https://www.zillow.com/homedetails/2224-W-Via-Caballo-Blanco-Phoenix-AZ-85085/67765904_zpid/,33.771,-112.10799999999999
