property_id,transaction_id,address,list,predicted_price,pnl_percent,good_sell_prob,rank,url
5350446,8400473,"85O21ORANGEWOOD Ave, Phoenix, AZ 85021 ",207000,179930.61,-0.13,0.51,270.0,http://www.zillow.com/homedetails/85O21ORANGEWOOD-Ave-Phoenix-AZ-85021/2096087831_zpid/
1141392,2961844,"11775 W Windrose Ave, El Mirage, AZ 85335",153000,133740.12,-0.13,0.51,294.0,http://www.zillow.com/homedetails/11775-W-Windrose-Ave-El-Mirage-AZ-85335/50202436_zpid/
1921987,3178328,"11347 N 114th Ave, Youngtown, AZ 85363 ",115000,92107.28,-0.2,0.5,355.5,http://www.zillow.com/homedetails/11347-N-114th-Ave-Youngtown-AZ-85363/7692854_zpid/
1548463,13284262,"25635 S Illinois Ave, Sun Lakes, AZ 85248 ",118000,100073.69,-0.15,0.48,410.5,http://www.zillow.com/homedetails/25635-S-Illinois-Ave-Sun-Lakes-AZ-85248/8219147_zpid
1558935,3107068,"55055 N Vulture Mine Rd, Wickenburg, AZ 85390 ",229000,192755.05,-0.16,0.5,425.5,http://www.zillow.com/homedetails/55055-N-Vulture-Mine-Rd-Wickenburg-AZ-85390/8314802_zpid/
2066329,3310008,"16025 N 71st Dr, Peoria, AZ 85382 ",135000,125236.54,-0.07,0.47,431.0,http://www.zillow.com/homedetails/16025-N-71st-Dr-Peoria-AZ-85382/7902871_zpid/
1404648,2918754,"6173 N 79th Ln, Glendale, AZ 85303",224900,189411.83,-0.16,0.49,441.0,http://www.zillow.com/homedetails/6173-N-79th-Ln-Glendale-AZ-85303/7462970_zpid/
2048298,3276244,"9994 W Mackenzie Dr, Phoenix, AZ 85037 ",165000,150626.7,-0.09,0.47,453.0,http://www.zillow.com/homedetails/9994-W-Mackenzie-Dr-Phoenix-AZ-85037/7484584_zpid/
528653,3276243,"9970 W Mackenzie Dr, Phoenix, AZ 85037 ",165000,136444.95,-0.17,0.47,525.0,http://www.zillow.com/homedetails/9970-W-Mackenzie-Dr-Phoenix-AZ-85037/7484578_zpid/
1880865,8401404,"6344 W Tuckey Ln, Glendale, AZ 85301 ",114800,96344.64,-0.16,0.46,622.0,http://www.zillow.com/homedetails/6344-W-Tuckey-Ln-Glendale-AZ-85301/7708037_zpid/
1880168,2992611,"3414 W Ocotillo Rd, Phoenix, AZ 85017",115000,101556.63,-0.12,0.46,622.5,http://www.zillow.com/homedetails/3414-W-Ocotillo-Rd-Phoenix-AZ-85017/7760652_zpid/
2033650,3268859,"2722 W Tuckey Ln, Phoenix, AZ 85017 ",131000,109164.82,-0.17,0.46,644.5,http://www.zillow.com/homedetails/2722-W-Tuckey-Ln-Phoenix-AZ-85017/7759634_zpid/
1869845,2968878,"4939 602-697-8038 Oraibi Dr, No Fireplace, AZ 85308",195000,159824.17,-0.18,0.47,645.5,http://www.zillow.com/homedetails/4939-602-697-8038-Oraibi-Dr-No-Fireplace-AZ-85308/2097814369_zpid/
7622,2923564,"10354 W Sunflower Pl, Avondale, AZ 85392",230000,184611.06,-0.2,0.47,771.5,http://www.zillow.com/homedetails/10354-W-Sunflower-Pl-Avondale-AZ-85392/7471386_zpid/
