property_id,transaction_id,address,ypred,predicted_price,list,url
282806,1107628,"3216 E Medlock Dr For Rent, Phoenix, AZ 85018 ",136081.453125,196081.453125,60000,http://www.zillow.com/homedetails/3216-E-Medlock-Dr-For-Rent-Phoenix-AZ-85018/2104503515_zpid
400223,1473981,"13834 N 65th Ave, Glendale, AZ 85306",131133.8125,226633.8125,95500,http://www.zillow.com/homedetails/13834-N-65th-Ave-Glendale-AZ-85306/7910652_zpid
1594583,2809130,"2911 N Agb Hwy, Ajo, AZ 85321",117590.03125,172590.03125,55000,http://www.zillow.com/homedetails/2911-N-Agb-Hwy-Ajo-AZ-85321/2102218441_zpid
89445,325032,"20850 E Shetland St, Queen Creek, AZ 85142 ",109251.15625,169251.15625,60000,http://www.zillow.com/homedetails/20850-E-Shetland-St-Queen-Creek-AZ-85142/55277738_zpid
1559979,2998806,"734 W La Golondrina Dr, Wickenburg, AZ 85390",100756.28125,173656.28125,72900,http://www.zillow.com/homedetails/734-W-La-Golondrina-Dr-Wickenburg-AZ-85390/8315513_zpid/
2044168,3262657,"3561 E Tyson St For Rent Only, Gilbert, AZ 85295 ",98262.96875,178262.96875,80000,http://www.zillow.com/homedetails/3561-E-Tyson-St-For-Rent-Only-Gilbert-AZ-85295/2096783659_zpid/
5350106,8399320,"16246 W Mercer Lane For Rent Only # 0000000, Surprise, AZ 85379 ",95873.109375,175873.109375,80000,http://www.zillow.com/homedetails/16246-W-Mercer-Lane-For-Rent-Only-0000000-Surprise-AZ-85379/2096086194_zpid/
691308,1949005,"120 N Val Vista Dr LOT 51, Mesa, AZ 85213",90384.125,148384.125,58000,http://www.zillow.com/homedetails/120-N-Val-Vista-Dr-LOT-51-Mesa-AZ-85213/2098466594_zpid/
360726,1344224,"18814 N 34th Way, Phoenix, AZ 85050",90291.1875,220291.1875,130000,http://www.zillow.com/homedetails/18814-N-34th-Way-Phoenix-AZ-85050/7992877_zpid
600866,1823251,"245 S 56th St LOT 217, Mesa, AZ 85206",89632.796875,146532.796875,56900,http://www.zillow.com/homedetails/245-S-56th-St-LOT-217-Mesa-AZ-85206/2099007536_zpid
1427473,2688961,"4101 W Saguaro Park Ln For Rent, Glendale, AZ 85310",87162.0625,147162.0625,60000,http://www.zillow.com/homedetails/4101-W-Saguaro-Park-Ln-For-Rent-Glendale-AZ-85310/2104505819_zpid
1115585,2403224,"1714 W Cortez Cir For Rent, Chandler, AZ 85224 ",87116.921875,147116.921875,60000,http://www.zillow.com/homedetails/1714-W-Cortez-Cir-For-Rent-Chandler-AZ-85224/2104503517_zpid
1844483,2887677,"8227 S Calle Moctezuma, Guadalupe, AZ 85283",85065.3125,185065.3125,100000,http://www.zillow.com/homedetails/8227-S-Calle-Moctezuma-Guadalupe-AZ-85283/8138888_zpid/
432635,1580105,"11416 W Bermuda Dr, Avondale, AZ 85392",80576.9375,223376.9375,142800,http://www.zillow.com/homedetails/11416-W-Bermuda-Dr-Avondale-AZ-85392/7486684_zpid
1098441,2392040,"946 E Calle Del Norte, Chandler, AZ 85225 ",80519.21875,145519.21875,65000,http://www.zillow.com/homedetails/946-E-Calle-Del-Norte-Chandler-AZ-85225/8182029_zpid
5350162,8399514,"2422 W Hunter Court For R Ent Only # 0, Phoenix, AZ 85085 ",77848.015625,157848.015625,80000,http://www.zillow.com/homedetails/2422-W-Hunter-Court-For-R-Ent-Only-0-Phoenix-AZ-85085/2096086862_zpid/
